part_oem_number,part_manufacturer,cross_ref_oem_number,cross_ref_manufacturer,cross_ref_type,notes
FF0009724,Hengst,FF0001169,Purflux,oem,Cross-reference for fuel filters
FF0009724,Hengst,OE0052147,Hengst,oem,Original equipment reference
FF0009903,Purflux,FF0007042,Bosch,equivalent,Cross-reference for fuel filters
FF0009903,Purflux,OE0052148,Purflux,oem,Original equipment reference
FF0009953,Mann-Filter,FF0001151,Bosch,equivalent,Cross-reference for fuel filters
FF0009953,Mann-Filter,OE0052149,Mann-Filter,oem,Original equipment reference
FF0009953,Mann-Filter,FF0004999,Hengst,replacement,Cross-reference for fuel filters
FF0009953,Mann-Filter,OE0052150,Mann-Filter,oem,Original equipment reference
FF0009967,Hengst,FF0010989,Mann-Filter,compatible,Cross-reference for fuel filters
FF0009967,Hengst,OE0052151,Original,oem,Original equipment reference
FF0009967,Hengst,FF0009110,Knecht,oem,Cross-reference for fuel filters
FF0009967,Hengst,OE0052152,Original,oem,Original equipment reference
FF0010073,Knecht,FF0002269,Mahle,oem,Cross-reference for fuel filters
FF0010073,Knecht,OE0052153,Original,oem,Original equipment reference
FF0010105,Bosch,FF0009395,Knecht,equivalent,Cross-reference for fuel filters
FF0010105,Bosch,OE0052154,Original,oem,Original equipment reference
FF0010397,Mahle,FF0007936,Bosch,compatible,Cross-reference for fuel filters
FF0010397,Mahle,OE0052155,Mahle,oem,Original equipment reference
FF0010452,Knecht,FF0008822,Hengst,equivalent,Cross-reference for fuel filters
FF0010452,Knecht,OE0052156,Knecht,oem,Original equipment reference
FF0010512,Hengst,FF0006983,Knecht,equivalent,Cross-reference for fuel filters
FF0010512,Hengst,OE0052157,Original,oem,Original equipment reference
FF0010615,Purflux,FF0006823,Mahle,oem,Cross-reference for fuel filters
FF0010615,Purflux,OE0052158,Purflux,oem,Original equipment reference
FF0010615,Purflux,FF0007304,Bosch,equivalent,Cross-reference for fuel filters
FF0010615,Purflux,OE0052159,Original,oem,Original equipment reference
FF0010615,Purflux,FF0003584,Mann-Filter,compatible,Cross-reference for fuel filters
FF0010615,Purflux,OE0052160,Original,oem,Original equipment reference
FF0010627,Purflux,FF0010495,Bosch,equivalent,Cross-reference for fuel filters
FF0010627,Purflux,OE0052161,Purflux,oem,Original equipment reference
FF0010627,Purflux,FF0004149,Mann-Filter,oem,Cross-reference for fuel filters
FF0010627,Purflux,OE0052162,Original,oem,Original equipment reference
FF0010660,Purflux,FF0002515,Bosch,compatible,Cross-reference for fuel filters
FF0010660,Purflux,OE0052163,Purflux,oem,Original equipment reference
FF0010660,Purflux,FF0008822,Hengst,oem,Cross-reference for fuel filters
FF0010660,Purflux,OE0052164,Original,oem,Original equipment reference
FF0010660,Purflux,FF0005877,Mahle,compatible,Cross-reference for fuel filters
FF0010660,Purflux,OE0052165,Purflux,oem,Original equipment reference
FF0010739,Hengst,FF0003214,Mahle,equivalent,Cross-reference for fuel filters
FF0010739,Hengst,OE0052166,Hengst,oem,Original equipment reference
FF0010739,Hengst,FF0009538,Purflux,equivalent,Cross-reference for fuel filters
FF0010739,Hengst,OE0052167,Hengst,oem,Original equipment reference
FF0010739,Hengst,FF0007027,Knecht,oem,Cross-reference for fuel filters
FF0010739,Hengst,OE0052168,Hengst,oem,Original equipment reference
FF0010786,Mann-Filter,FF0004872,Bosch,compatible,Cross-reference for fuel filters
FF0010786,Mann-Filter,OE0052169,Mann-Filter,oem,Original equipment reference
FF0010909,Purflux,FF0006952,Mahle,compatible,Cross-reference for fuel filters
FF0010909,Purflux,OE0052170,Purflux,oem,Original equipment reference
FF0010989,Mann-Filter,FF0005880,Bosch,oem,Cross-reference for fuel filters
FF0010989,Mann-Filter,OE0052171,Mann-Filter,oem,Original equipment reference
FF0010989,Mann-Filter,FF0002488,Bosch,equivalent,Cross-reference for fuel filters
FF0010989,Mann-Filter,OE0052172,Original,oem,Original equipment reference
FF0011110,Mahle,28343734,Delphi,oem,Cross-reference for fuel filters
FF0011110,Mahle,OE0052173,Original,oem,Original equipment reference
FF0011113,Bosch,FF0010909,Purflux,equivalent,Cross-reference for fuel filters
FF0011113,Bosch,OE0052174,Bosch,oem,Original equipment reference
FF0011168,Purflux,FF0001164,Knecht,replacement,Cross-reference for fuel filters
FF0011168,Purflux,OE0052175,Original,oem,Original equipment reference
FF0011168,Purflux,FF0011209,Hengst,oem,Cross-reference for fuel filters
FF0011168,Purflux,OE0052176,Original,oem,Original equipment reference
FF0011209,Hengst,FF0006057,Mahle,equivalent,Cross-reference for fuel filters
FF0011209,Hengst,OE0052177,Hengst,oem,Original equipment reference
FF0011209,Hengst,FF0003231,Knecht,oem,Cross-reference for fuel filters
FF0011209,Hengst,OE0052178,Hengst,oem,Original equipment reference
FF0011234,Hengst,FF0005931,Mahle,oem,Cross-reference for fuel filters
FF0011234,Hengst,OE0052179,Hengst,oem,Original equipment reference
FF0011234,Hengst,FF0009885,Purflux,equivalent,Cross-reference for fuel filters
FF0011234,Hengst,OE0052180,Hengst,oem,Original equipment reference
FF0011290,Mahle,FF0010615,Purflux,replacement,Cross-reference for fuel filters
FF0011290,Mahle,OE0052181,Mahle,oem,Original equipment reference
FF0011296,Bosch,FF0005394,Purflux,replacement,Cross-reference for fuel filters
FF0011296,Bosch,OE0052182,Original,oem,Original equipment reference
FF0011296,Bosch,FF0009150,Mann-Filter,oem,Cross-reference for fuel filters
FF0011296,Bosch,OE0052183,Bosch,oem,Original equipment reference
FF0011296,Bosch,FF0001157,Mahle,replacement,Cross-reference for fuel filters
FF0011296,Bosch,OE0052184,Original,oem,Original equipment reference
FF0011316,Purflux,FF0007509,Mahle,replacement,Cross-reference for fuel filters
FF0011316,Purflux,OE0052185,Original,oem,Original equipment reference
FF0011360,Bosch,FF0005935,Purflux,oem,Cross-reference for fuel filters
FF0011360,Bosch,OE0052186,Bosch,oem,Original equipment reference
1987432598,Bosch,CF0002064,Mahle,replacement,Cross-reference for cabin filters
1987432598,Bosch,OE0052187,Bosch,oem,Original equipment reference
CUK26009,Mann-Filter,CF0006050,Bosch,replacement,Cross-reference for cabin filters
CUK26009,Mann-Filter,OE0052188,Original,oem,Original equipment reference
CF0001173,Bosch,CF0010310,Mann-Filter,equivalent,Cross-reference for cabin filters
CF0001173,Bosch,OE0052189,Bosch,oem,Original equipment reference
CF0001174,Bosch,CF0010987,Mahle,oem,Cross-reference for cabin filters
CF0001174,Bosch,OE0052190,Bosch,oem,Original equipment reference
CF0001175,Bosch,CUK26009,Mann-Filter,replacement,Cross-reference for cabin filters
CF0001175,Bosch,OE0052191,Bosch,oem,Original equipment reference
CF0001175,Bosch,CF0006099,Hengst,compatible,Cross-reference for cabin filters
CF0001175,Bosch,OE0052192,Bosch,oem,Original equipment reference
CF0001175,Bosch,CF0003187,Hengst,equivalent,Cross-reference for cabin filters
CF0001175,Bosch,OE0052193,Bosch,oem,Original equipment reference
CF0001176,Mann-Filter,CF0010251,Bosch,equivalent,Cross-reference for cabin filters
CF0001176,Mann-Filter,OE0052194,Mann-Filter,oem,Original equipment reference
CF0001176,Mann-Filter,CF0010944,Bosch,equivalent,Cross-reference for cabin filters
CF0001176,Mann-Filter,OE0052195,Original,oem,Original equipment reference
CF0001177,Mann-Filter,CF0005568,Hengst,oem,Cross-reference for cabin filters
CF0001177,Mann-Filter,OE0052196,Original,oem,Original equipment reference
CF0001179,Mann-Filter,CF0006050,Bosch,compatible,Cross-reference for cabin filters
CF0001179,Mann-Filter,OE0052197,Original,oem,Original equipment reference
CF0001180,Mann-Filter,CF0006050,Bosch,equivalent,Cross-reference for cabin filters
CF0001180,Mann-Filter,OE0052198,Mann-Filter,oem,Original equipment reference
CF0001181,Mahle,CF0005984,Hengst,replacement,Cross-reference for cabin filters
CF0001181,Mahle,OE0052199,Original,oem,Original equipment reference
CF0001183,Mahle,CF0009220,Mann-Filter,compatible,Cross-reference for cabin filters
CF0001183,Mahle,OE0052200,Original,oem,Original equipment reference
CF0001183,Mahle,CF0009240,Mann-Filter,equivalent,Cross-reference for cabin filters
CF0001183,Mahle,OE0052201,Original,oem,Original equipment reference
CF0001184,Mahle,CF0008396,Mann-Filter,compatible,Cross-reference for cabin filters
CF0001184,Mahle,OE0052202,Mahle,oem,Original equipment reference
CF0001184,Mahle,CF0002644,Hengst,compatible,Cross-reference for cabin filters
CF0001184,Mahle,OE0052203,Mahle,oem,Original equipment reference
CF0001185,Hengst,CF0008794,Bosch,oem,Cross-reference for cabin filters
CF0001185,Hengst,OE0052204,Hengst,oem,Original equipment reference
CF0001188,Hengst,CF0001735,Mahle,replacement,Cross-reference for cabin filters
CF0001188,Hengst,OE0052205,Original,oem,Original equipment reference
CF0001189,Hengst,CF0003033,Corteco,equivalent,Cross-reference for cabin filters
CF0001189,Hengst,OE0052206,Original,oem,Original equipment reference
CF0001189,Hengst,CF0008992,Corteco,replacement,Cross-reference for cabin filters
CF0001189,Hengst,OE0052207,Hengst,oem,Original equipment reference
CF0001190,Knecht,CF0009220,Mann-Filter,compatible,Cross-reference for cabin filters
CF0001190,Knecht,OE0052208,Original,oem,Original equipment reference
CF0001190,Knecht,CF0001944,Bosch,compatible,Cross-reference for cabin filters
CF0001190,Knecht,OE0052209,Knecht,oem,Original equipment reference
CF0001190,Knecht,CF0002815,Mann-Filter,oem,Cross-reference for cabin filters
CF0001190,Knecht,OE0052210,Knecht,oem,Original equipment reference
CF0001191,Knecht,CF0001189,Hengst,compatible,Cross-reference for cabin filters
CF0001191,Knecht,OE0052211,Knecht,oem,Original equipment reference
CF0001195,Corteco,CF0010623,Mahle,oem,Cross-reference for cabin filters
CF0001195,Corteco,OE0052212,Corteco,oem,Original equipment reference
CF0001195,Corteco,CF0010682,Bosch,equivalent,Cross-reference for cabin filters
CF0001195,Corteco,OE0052213,Corteco,oem,Original equipment reference
CF0001735,Mahle,CF0009865,Mann-Filter,oem,Cross-reference for cabin filters
CF0001735,Mahle,OE0052214,Original,oem,Original equipment reference
CF0001735,Mahle,CF0006514,Knecht,replacement,Cross-reference for cabin filters
CF0001735,Mahle,OE0052215,Mahle,oem,Original equipment reference
CF0001763,Hengst,CF0003423,Corteco,compatible,Cross-reference for cabin filters
CF0001763,Hengst,OE0052216,Hengst,oem,Original equipment reference
CF0001763,Hengst,CF0006761,Knecht,equivalent,Cross-reference for cabin filters
CF0001763,Hengst,OE0052217,Original,oem,Original equipment reference
CF0001840,Corteco,CF0002064,Mahle,replacement,Cross-reference for cabin filters
CF0001840,Corteco,OE0052218,Corteco,oem,Original equipment reference
CF0001840,Corteco,CF0003819,Bosch,equivalent,Cross-reference for cabin filters
CF0001840,Corteco,OE0052219,Corteco,oem,Original equipment reference
CF0001840,Corteco,CF0002571,Bosch,compatible,Cross-reference for cabin filters
CF0001840,Corteco,OE0052220,Original,oem,Original equipment reference
CF0001850,Mann-Filter,CF0003307,Hengst,compatible,Cross-reference for cabin filters
CF0001850,Mann-Filter,OE0052221,Original,oem,Original equipment reference
CF0001944,Bosch,CF0002244,Mann-Filter,oem,Cross-reference for cabin filters
CF0001944,Bosch,OE0052222,Original,oem,Original equipment reference
CF0001944,Bosch,CF0005094,Corteco,oem,Cross-reference for cabin filters
CF0001944,Bosch,OE0052223,Original,oem,Original equipment reference
CF0002044,Corteco,CF0004042,Knecht,oem,Cross-reference for cabin filters
CF0002044,Corteco,OE0052224,Corteco,oem,Original equipment reference
CF0002044,Corteco,CF0007122,Hengst,replacement,Cross-reference for cabin filters
CF0002044,Corteco,OE0052225,Original,oem,Original equipment reference
CF0002044,Corteco,CF0008420,Hengst,oem,Cross-reference for cabin filters
CF0002044,Corteco,OE0052226,Corteco,oem,Original equipment reference
CF0002063,Mahle,CF0010682,Bosch,equivalent,Cross-reference for cabin filters
CF0002063,Mahle,OE0052227,Mahle,oem,Original equipment reference
CF0002085,Hengst,CF0005390,Mahle,equivalent,Cross-reference for cabin filters
CF0002085,Hengst,OE0052228,Hengst,oem,Original equipment reference
CF0002086,Corteco,CF0003187,Hengst,compatible,Cross-reference for cabin filters
CF0002086,Corteco,OE0052229,Corteco,oem,Original equipment reference
CF0002086,Corteco,CF0010132,Mann-Filter,replacement,Cross-reference for cabin filters
CF0002086,Corteco,OE0052230,Original,oem,Original equipment reference
CF0002201,Bosch,CF0001735,Mahle,compatible,Cross-reference for cabin filters
CF0002201,Bosch,OE0052231,Bosch,oem,Original equipment reference
CF0002228,Mahle,CF0005052,Corteco,replacement,Cross-reference for cabin filters
CF0002228,Mahle,OE0052232,Mahle,oem,Original equipment reference
CF0002244,Mann-Filter,CF0009275,Knecht,compatible,Cross-reference for cabin filters
CF0002244,Mann-Filter,OE0052233,Original,oem,Original equipment reference
CF0002244,Mann-Filter,CF0008319,Hengst,compatible,Cross-reference for cabin filters
CF0002244,Mann-Filter,OE0052234,Mann-Filter,oem,Original equipment reference
CF0002287,Corteco,CF0001183,Mahle,compatible,Cross-reference for cabin filters
CF0002287,Corteco,OE0052235,Original,oem,Original equipment reference
CF0002289,Mahle,CF0004042,Knecht,oem,Cross-reference for cabin filters
CF0002289,Mahle,OE0052236,Original,oem,Original equipment reference
CF0002537,Mahle,CF0007877,Hengst,equivalent,Cross-reference for cabin filters
CF0002537,Mahle,OE0052237,Original,oem,Original equipment reference
CF0002537,Mahle,CF0002115,Bosch,oem,Cross-reference for cabin filters
CF0002537,Mahle,OE0052238,Original,oem,Original equipment reference
CF0002637,Hengst,CF0003423,Corteco,oem,Cross-reference for cabin filters
CF0002637,Hengst,OE0052239,Hengst,oem,Original equipment reference
CF0002815,Mann-Filter,CF0008997,Bosch,compatible,Cross-reference for cabin filters
CF0002815,Mann-Filter,OE0052240,Mann-Filter,oem,Original equipment reference
CF0002843,Bosch,CF0003163,Mann-Filter,equivalent,Cross-reference for cabin filters
CF0002843,Bosch,OE0052241,Bosch,oem,Original equipment reference
CF0002843,Bosch,CF0006099,Hengst,compatible,Cross-reference for cabin filters
CF0002843,Bosch,OE0052242,Bosch,oem,Original equipment reference
CF0002942,Knecht,CF0004028,Mann-Filter,oem,Cross-reference for cabin filters
CF0002942,Knecht,OE0052243,Knecht,oem,Original equipment reference
CF0002942,Knecht,CF0007484,Mahle,equivalent,Cross-reference for cabin filters
CF0002942,Knecht,OE0052244,Original,oem,Original equipment reference
CF0003033,Corteco,CF0003086,Hengst,compatible,Cross-reference for cabin filters
CF0003033,Corteco,OE0052245,Corteco,oem,Original equipment reference
CF0003090,Knecht,CF0010573,Bosch,replacement,Cross-reference for cabin filters
CF0003090,Knecht,OE0052246,Knecht,oem,Original equipment reference
CF0003090,Knecht,CF0001175,Bosch,oem,Cross-reference for cabin filters
CF0003090,Knecht,OE0052247,Original,oem,Original equipment reference
CF0003163,Mann-Filter,CF0001183,Mahle,oem,Cross-reference for cabin filters
CF0003163,Mann-Filter,OE0052248,Mann-Filter,oem,Original equipment reference
CF0003163,Mann-Filter,CF0001944,Bosch,compatible,Cross-reference for cabin filters
CF0003163,Mann-Filter,OE0052249,Mann-Filter,oem,Original equipment reference
CF0003198,Hengst,CF0006319,Mahle,replacement,Cross-reference for cabin filters
CF0003198,Hengst,OE0052250,Original,oem,Original equipment reference
CF0003255,Hengst,CF0001193,Corteco,replacement,Cross-reference for cabin filters
CF0003255,Hengst,OE0052251,Hengst,oem,Original equipment reference
CF0003255,Hengst,CF0007605,Mahle,equivalent,Cross-reference for cabin filters
CF0003255,Hengst,OE0052252,Original,oem,Original equipment reference
CF0003315,Mahle,CF0007458,Hengst,equivalent,Cross-reference for cabin filters
CF0003315,Mahle,OE0052253,Mahle,oem,Original equipment reference
CF0003372,Knecht,CF0003163,Mann-Filter,oem,Cross-reference for cabin filters
CF0003372,Knecht,OE0052254,Original,oem,Original equipment reference
CF0003400,Knecht,CF0001944,Bosch,equivalent,Cross-reference for cabin filters
CF0003400,Knecht,OE0052255,Original,oem,Original equipment reference
CF0003400,Knecht,CF0005216,Hengst,replacement,Cross-reference for cabin filters
CF0003400,Knecht,OE0052256,Knecht,oem,Original equipment reference
CF0003422,Knecht,CF0002815,Mann-Filter,oem,Cross-reference for cabin filters
CF0003422,Knecht,OE0052257,Knecht,oem,Original equipment reference
CF0003422,Knecht,CF0002644,Hengst,compatible,Cross-reference for cabin filters
CF0003422,Knecht,OE0052258,Original,oem,Original equipment reference
CF0003422,Knecht,CF0007122,Hengst,oem,Cross-reference for cabin filters
CF0003422,Knecht,OE0052259,Knecht,oem,Original equipment reference
CF0003423,Corteco,CF0010390,Bosch,compatible,Cross-reference for cabin filters
CF0003423,Corteco,OE0052260,Corteco,oem,Original equipment reference
CF0003423,Corteco,CF0001187,Hengst,equivalent,Cross-reference for cabin filters
CF0003423,Corteco,OE0052261,Corteco,oem,Original equipment reference
CF0003473,Mahle,CF0002942,Knecht,oem,Cross-reference for cabin filters
